year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
2011,125000,0,0,0,1,20.0,1399.0,68.0,5.0
2017,103000,0,1,0,0,25.6,1498.0,97.9,5.0
2011,98000,1,0,0,0,18.5,1197.0,80.0,5.0
2008,80000,1,0,0,3,18.9,1061.0,67.0,5.0
2018,30000,0,0,0,0,28.4,1248.0,74.02,5.0
2012,35000,0,0,0,1,23.03,1396.0,69.0,5.0
2018,35000,0,0,0,0,22.0,1582.0,126.2,5.0
2012,100000,0,0,0,1,19.4,1405.0,70.0,5.0
2018,28900,1,1,0,0,17.8,1497.0,117.3,5.0
2015,10000,1,0,0,0,25.17,799.0,53.3,5.0
2014,291977,0,0,0,0,14.0,2179.0,138.1,7.0
2015,90000,0,0,0,2,20.77,1248.0,88.76,7.0
2013,120000,0,0,0,1,22.9,1248.0,74.0,5.0
2014,90000,0,0,0,2,23.59,1364.0,67.06,5.0
2014,30000,1,0,0,0,18.6,1199.0,76.8,5.0
2019,25000,1,0,0,0,25.17,799.0,53.3,5.0
2012,100000,0,0,0,0,20.54,1598.0,103.6,5.0
2013,50000,1,0,0,1,16.3,1797.0,147.5,5.0
2011,80000,1,0,0,0,18.9,998.0,67.1,5.0
2012,90000,0,0,0,1,25.0,1396.0,69.0,5.0
2011,116000,0,0,0,0,14.0,2498.0,112.0,7.0
2016,80000,0,0,0,1,26.59,1248.0,74.0,5.0
2017,60000,3,0,0,0,26.6,998.0,58.16,5.0
2003,120000,1,0,0,2,17.3,993.0,60.0,5.0
2013,70000,0,0,0,0,23.4,1248.0,74.0,5.0
2015,82000,0,0,0,0,25.8,1498.0,98.6,5.0
2012,100000,1,0,0,0,19.1,1197.0,85.8,5.0
2012,70000,0,0,0,0,22.32,1582.0,126.32,5.0
2011,50600,1,0,0,0,19.7,796.0,46.3,5.0
2011,93500,1,1,0,2,17.0,1497.0,118.0,5.0
2014,56000,1,0,0,1,17.4,1497.0,117.3,5.0
2016,90000,0,0,1,1,18.49,1493.0,100.0,7.0
2011,85700,0,0,0,1,17.0,1405.0,70.0,5.0
2013,110000,1,0,0,1,19.81,1086.0,68.05,5.0
2018,5000,1,0,1,1,20.51,998.0,67.0,5.0
2015,67303,0,1,0,0,20.45,1461.0,83.8,5.0
2007,63000,1,0,1,2,18.9,1061.0,67.0,5.0
2016,100000,0,0,0,1,24.3,1248.0,88.5,5.0
2011,50000,1,0,0,1,17.92,1086.0,62.1,5.0
2015,70670,1,2,1,0,16.5,1499.0,110.0,5.0
2016,35000,1,0,0,1,21.4,1197.0,83.1,5.0
2018,30000,0,0,0,0,18.49,1493.0,100.0,7.0
2012,155000,0,0,1,1,16.07,1995.0,181.0,4.0
2018,40000,1,0,0,0,22.0,1197.0,81.8,5.0
2016,40000,0,0,0,1,26.59,1248.0,74.0,5.0
2009,110000,0,0,0,1,17.2,1396.0,53.5,5.0
2019,9500,1,0,0,0,18.16,1196.0,86.8,5.0
2019,33000,1,1,0,0,19.4,1194.0,94.93,5.0
2017,60000,0,0,1,0,17.45,1493.0,100.0,7.0
2015,188000,0,0,0,0,16.0,2179.0,140.0,7.0
2007,80000,1,0,0,0,16.1,796.0,37.0,4.0
2006,100000,1,0,0,1,19.7,796.0,46.3,5.0
2012,100000,0,0,0,1,23.4,1248.0,74.0,5.0
2013,120000,1,0,0,0,16.36,1495.0,93.7,5.0
2009,110000,0,0,0,0,13.6,2523.0,63.0,7.0
2010,80000,1,0,0,2,19.81,1086.0,68.05,5.0
2015,50000,1,0,1,0,19.34,1198.0,76.0,5.0
2013,110000,0,0,0,1,12.99,2494.0,100.6,8.0
2014,142500,0,0,0,0,19.5,1248.0,75.0,5.0
2008,40000,0,0,0,0,16.8,1405.0,62.0,5.0
2016,50000,0,0,0,0,18.49,1493.0,100.0,7.0
2015,109000,0,1,0,0,22.7,1498.0,89.84,5.0
2013,120000,0,0,0,1,15.1,2179.0,140.0,7.0
2019,15000,0,0,0,1,28.4,1248.0,74.0,5.0
2017,58000,1,0,0,0,24.7,796.0,47.3,5.0
2011,110000,0,0,0,1,12.05,2179.0,120.0,8.0
2017,30000,1,0,0,0,23.84,1199.0,84.0,5.0
2017,40000,1,0,0,1,23.1,998.0,67.04,5.0
2011,90000,0,0,0,1,20.0,1399.0,68.0,5.0
2015,110000,0,0,0,1,15.96,2523.0,62.1,7.0
2009,52000,1,0,0,1,18.9,1061.0,67.0,5.0
2017,30000,1,0,1,0,42.0,1969.0,400.0,4.0
2010,90000,1,0,0,2,20.36,1197.0,78.9,5.0
2015,30000,0,0,0,0,15.96,2523.0,62.1,7.0
2017,45000,0,0,0,0,16.3,1956.0,170.0,5.0
2010,80000,1,0,0,0,19.7,796.0,46.3,5.0
2013,90000,0,0,0,2,25.8,1498.0,98.6,5.0
2018,30000,0,0,1,0,17.09,2993.0,261.4,4.0
2018,26000,0,0,0,0,28.4,1248.0,74.0,5.0
2012,90000,0,0,0,2,11.57,2179.0,138.1,7.0
2010,129000,0,0,0,0,12.8,2494.0,102.0,8.0
2017,34000,1,0,0,0,21.1,814.0,55.2,5.0
2006,100000,0,0,0,0,14.8,2499.0,80.0,10.0
2011,100000,1,0,0,0,19.81,1086.0,68.05,5.0
2011,45000,0,0,0,0,23.08,1461.0,63.1,5.0
2016,80000,0,0,0,0,19.72,1461.0,108.45,5.0
2010,163000,0,0,0,0,17.8,1399.0,68.0,5.0
2013,80000,0,0,0,1,22.32,1582.0,126.32,5.0
2014,18945,1,0,0,0,21.1,814.0,55.2,5.0
2013,40000,0,0,0,0,21.9,1396.0,88.8,5.0
2016,25000,1,0,0,0,21.1,814.0,55.2,5.0
2018,56000,1,0,0,0,18.9,1197.0,81.86,5.0
2015,50000,0,0,0,0,16.55,2498.0,105.0,7.0
2016,99000,0,1,0,0,12.99,2494.0,100.6,7.0
2011,300000,0,0,0,2,12.8,2494.0,102.0,7.0
2010,79000,1,0,0,0,16.8,1497.0,116.3,5.0
2017,30000,0,0,0,0,27.39,1248.0,74.0,5.0
2016,97000,0,0,1,0,16.96,1968.0,138.03,5.0
2012,330000,1,0,0,1,13.44,2359.0,198.25,5.0
2019,30000,0,0,1,0,12.4,1999.0,147.9,5.0
2015,120000,0,0,0,1,15.1,2179.0,140.0,7.0
2017,60000,3,0,0,0,26.6,998.0,58.16,5.0
2012,370000,0,0,0,0,12.05,2179.0,120.0,9.0
2017,105000,0,0,0,0,21.38,1396.0,88.7,5.0
2016,58000,0,0,0,0,27.39,1248.0,74.0,5.0
2014,70000,0,0,0,1,15.05,2179.0,147.9,7.0
2017,49957,0,1,0,0,25.83,1498.0,99.0,5.0
2014,65000,0,0,0,1,23.4,1248.0,74.0,5.0
2016,133000,0,0,0,0,21.38,1396.0,88.7,5.0
2013,108800,0,0,0,2,22.9,1248.0,74.0,5.0
2011,70000,1,0,0,1,16.6,1388.0,68.0,5.0
2012,75000,0,0,0,0,23.08,1461.0,63.12,5.0
2016,40000,1,0,0,0,23.84,1199.0,84.0,5.0
2014,120000,0,0,0,0,15.96,2523.0,62.1,7.0
2007,110000,1,0,0,3,18.9,1061.0,67.0,5.0
2017,34000,1,1,0,1,21.4,1197.0,83.1,5.0
2015,70000,0,0,0,0,13.58,2499.0,72.4,9.0
2007,50000,0,0,0,0,17.88,1396.0,52.8,5.0
2011,120000,0,0,0,1,19.33,1968.0,138.1,5.0
2010,80000,1,0,0,3,19.7,796.0,46.3,5.0
2013,58609,1,0,0,1,21.1,814.0,55.2,5.0
2015,15000,1,0,0,0,20.62,1198.0,67.0,7.0
2009,90000,1,0,0,0,19.7,796.0,46.3,5.0
2017,28000,1,0,0,1,23.84,1199.0,84.0,5.0
2012,64000,0,0,0,0,16.52,1991.0,123.7,5.0
2018,100000,0,1,1,0,12.9,2755.0,174.5,7.0
2016,30000,1,0,0,1,18.9,1197.0,82.0,5.0
2015,54000,1,0,0,0,23.95,998.0,67.05,5.0
2007,100000,1,0,0,1,16.1,796.0,37.0,4.0
2018,21000,0,0,0,0,25.83,1498.0,99.0,5.0
2010,225000,0,0,0,2,14.0,1948.0,90.0,9.0
2017,40000,1,0,1,0,19.0,1199.0,88.7,5.0
2009,60000,1,1,0,0,20.36,1197.0,78.9,5.0
2016,45000,0,1,1,1,16.38,1995.0,183.0,5.0
2019,20000,1,0,0,0,17.0,1197.0,108.6,5.0
2016,110000,0,0,0,1,24.3,1248.0,88.5,5.0
2014,31000,1,0,0,0,20.51,998.0,67.04,5.0
2017,80000,0,0,0,0,28.09,1248.0,88.5,5.0
2011,100000,1,0,0,2,20.36,1197.0,78.9,5.0
2017,50000,0,0,0,0,24.52,1248.0,88.5,7.0
2012,80000,1,0,0,0,16.47,1198.0,73.9,5.0
2018,25000,1,0,0,1,18.6,1197.0,81.83,5.0
2010,55000,1,0,0,3,17.92,1086.0,62.1,5.0
2015,110000,0,0,0,0,20.45,1461.0,83.8,5.0
2013,80000,1,0,0,1,16.8,1497.0,116.3,5.0
2013,80000,0,0,0,1,22.32,1582.0,126.32,5.0
2011,120000,0,0,0,1,19.3,1248.0,73.9,5.0
2009,100000,0,0,0,1,13.0,2489.0,95.0,8.0
2017,70000,0,0,0,0,25.83,1498.0,99.0,5.0
2017,20000,1,0,0,1,18.15,1198.0,82.0,6.0
2016,30000,0,0,1,0,12.62,2198.0,158.0,7.0
2009,120000,1,0,0,0,18.5,1197.0,85.8,5.0
2006,80000,1,0,0,1,16.9,1497.0,100.0,5.0
2011,153000,0,0,0,0,22.32,1582.0,126.32,5.0
2017,15000,1,0,0,0,17.57,1193.0,88.7,5.0
2017,19000,1,0,0,0,17.19,1197.0,81.86,5.0
2016,13500,1,0,0,0,17.5,1373.0,91.1,7.0
2014,120000,0,0,0,0,14.95,2489.0,93.7,7.0
2011,118000,0,0,0,1,21.1,1248.0,73.9,5.0
2011,100000,1,0,0,2,18.6,1199.0,79.4,5.0
2013,70000,0,0,0,0,22.9,1248.0,74.0,5.0
2015,46000,0,0,0,0,24.5,1498.0,98.6,7.0
2010,40000,1,0,0,1,16.0,1368.0,90.0,5.0
2018,30000,0,0,0,0,28.4,1248.0,74.02,5.0
2010,80000,1,0,0,0,20.92,998.0,67.1,5.0
2012,20000,1,0,0,0,21.1,814.0,55.2,5.0
2018,29899,0,1,1,0,22.15,1498.0,108.6,5.0
2020,1500,1,0,0,0,21.21,1197.0,81.8,5.0
2007,200000,0,0,0,2,12.8,2494.0,102.0,8.0
2017,54188,0,0,0,0,18.49,1493.0,100.0,7.0
2017,15381,0,0,0,0,24.3,1248.0,88.5,5.0
2009,155000,0,0,1,1,11.79,2179.0,120.0,8.0
2018,20000,1,0,0,0,24.7,796.0,47.3,5.0
2016,92000,0,0,0,0,21.9,1498.0,98.6,7.0
2017,35000,1,0,0,1,23.84,1199.0,84.0,5.0
2016,80000,1,0,0,1,16.8,796.0,34.2,8.0
2010,148000,0,0,0,1,19.09,1396.0,69.0,5.0
2016,32000,0,0,0,0,18.2,1248.0,73.74,8.0
2017,18816,1,1,0,0,17.0,1198.0,73.75,5.0
2015,110000,0,0,0,0,27.39,1248.0,74.0,5.0
2018,65000,1,0,0,0,19.02,1198.0,67.05,7.0
2008,150000,0,0,0,2,19.4,1422.0,70.0,5.0
2010,170000,2,0,0,1,10.9,796.0,32.8,5.0
2001,35000,1,0,0,2,16.1,796.0,37.0,4.0
2018,40000,0,0,0,0,28.09,1248.0,88.5,5.0
2014,72000,1,0,0,0,19.1,1197.0,85.8,5.0
2013,70000,0,0,0,1,21.9,1396.0,88.76,5.0
2014,120000,0,0,0,0,15.1,2179.0,140.0,7.0
2009,300000,0,0,0,0,14.0,2498.0,112.0,7.0
2016,56900,0,0,0,1,13.68,2393.0,147.8,8.0
2011,197000,0,0,0,0,12.8,2494.0,102.0,7.0
2017,70000,0,0,0,0,22.95,1248.0,74.0,5.0
2015,39000,0,1,0,0,16.0,2179.0,140.0,7.0
2017,16500,1,0,0,1,23.01,999.0,67.0,5.0
2019,15000,0,0,0,0,20.0,1497.0,115.0,5.0
2013,40000,1,0,0,0,18.5,1197.0,82.85,5.0
2012,90000,1,0,0,2,19.7,796.0,46.3,5.0
2002,120000,1,0,0,3,13.2,1495.0,94.0,5.0
2008,40000,1,0,0,1,18.2,1061.0,64.0,5.0
2018,31800,0,1,1,0,17.01,1968.0,188.0,5.0
2016,90000,0,0,0,0,16.0,2179.0,140.0,7.0
2016,110000,0,0,0,0,24.3,1248.0,88.5,5.0
2004,60000,1,0,0,0,19.7,796.0,46.3,5.0
2008,110000,1,0,0,3,19.81,1086.0,68.05,5.0
2017,25000,0,0,0,0,19.67,1582.0,126.2,5.0
2017,45000,0,0,0,0,23.0,1498.0,98.96,5.0
2013,90000,0,0,0,0,23.59,1364.0,67.04,5.0
2013,80000,0,0,0,0,19.09,1405.0,69.01,5.0
2017,70000,0,1,0,0,28.09,1248.0,88.5,5.0
2012,8500,1,1,0,0,22.0,1197.0,81.8,5.0
2007,110000,0,0,0,2,17.8,1399.0,68.0,5.0
2016,80000,0,0,1,1,16.0,2179.0,140.0,7.0
2018,70000,0,0,0,0,23.59,1364.0,67.04,5.0
2009,15000,1,0,0,0,26.0,624.0,35.0,4.0
2019,5621,1,2,1,0,22.0,1197.0,81.8,5.0
2018,40000,1,0,1,0,22.0,1197.0,81.8,5.0
2011,50000,1,0,0,1,15.64,1193.0,64.08,5.0
2010,110000,0,0,0,1,20.0,1399.0,68.0,5.0
2011,90000,1,0,0,1,18.6,1199.0,79.4,5.0
2018,50000,0,0,0,0,23.5,909.0,45.0,8.0
2006,70000,1,0,0,1,13.5,1799.0,130.0,5.0
2017,56800,0,0,0,0,12.4,2499.0,134.0,5.0
2017,20000,1,0,0,0,21.1,814.0,55.2,5.0
2017,42000,1,0,0,0,24.7,796.0,47.3,5.0
2017,30000,1,0,0,0,20.3,1199.0,84.0,5.0
2012,67500,0,0,0,0,12.2,1948.0,68.0,10.0
2013,70000,1,0,0,0,18.5,1197.0,82.85,5.0
2016,39000,1,1,0,0,15.9,1496.0,120.69,5.0
2007,120000,0,0,0,1,16.8,1493.0,110.0,5.0
2008,68000,1,1,0,2,19.7,796.0,46.3,5.0
2020,20000,0,0,0,0,22.1,1396.0,88.7,5.0
2016,40000,1,0,1,0,17.01,1499.0,110.4,5.0
2017,20000,1,0,0,0,22.5,999.0,67.0,5.0
2008,70000,1,0,0,2,19.81,1086.0,68.05,5.0
2015,35000,1,0,0,1,20.4,1197.0,83.11,5.0
2010,100000,0,0,0,1,13.93,2179.0,138.1,7.0
2017,60000,1,0,0,0,25.17,799.0,53.3,5.0
2016,40000,0,0,0,0,21.19,1396.0,88.73,5.0
2016,70000,0,1,1,0,12.0,2987.0,224.0,7.0
2015,41000,0,0,0,0,15.1,2179.0,140.0,7.0
2012,103994,0,0,0,3,20.0,1399.0,68.0,5.0
2010,75000,1,0,0,1,19.7,796.0,46.3,5.0
2015,120000,1,0,0,1,18.6,1197.0,81.83,5.0
2016,110000,0,0,0,0,23.2,1248.0,73.94,5.0
2016,68000,0,0,0,0,27.3,1498.0,98.6,5.0
2015,25000,1,0,0,0,18.9,1197.0,82.0,5.0
2014,120000,0,0,0,1,18.2,1248.0,73.8,8.0
2015,30000,1,0,0,0,18.9,1197.0,82.0,5.0
2015,70000,0,0,0,2,25.1,1498.0,98.6,5.0
2011,110000,1,0,0,1,17.92,1086.0,62.1,5.0
2010,75000,1,0,0,0,18.6,1199.0,79.4,5.0
2017,10000,1,0,0,0,15.37,1196.0,73.0,5.0
2015,60000,0,0,0,0,15.4,1997.0,120.0,7.0
2015,50000,1,0,0,1,20.4,1197.0,83.11,5.0
2006,110000,1,0,0,3,13.9,1599.0,103.2,5.0
2010,120000,0,0,0,1,11.8,1991.0,150.0,5.0
2013,60000,1,0,0,0,21.1,814.0,55.2,5.0
2017,25000,1,0,0,0,18.7,1199.0,88.7,5.0
2007,120000,1,0,0,1,19.7,796.0,46.3,5.0
2017,61379,0,1,0,0,15.4,2179.0,120.0,7.0
2018,25000,0,0,0,0,15.1,2179.0,152.87,7.0
2008,61000,0,1,0,1,17.1,1493.0,110.0,5.0
2011,66000,0,0,0,1,20.5,1598.0,105.0,5.0
2014,100000,0,0,0,0,14.0,2489.0,95.0,8.0
2018,50000,1,0,0,0,23.01,999.0,67.0,5.0
2015,90000,0,0,0,0,19.67,1582.0,126.2,5.0
2015,120000,0,0,0,1,23.59,1364.0,67.05,5.0
2015,74000,0,0,1,0,18.88,1995.0,184.0,5.0
2016,27500,1,0,0,0,25.17,799.0,53.3,5.0
2018,30000,0,0,0,0,22.54,1396.0,88.76,5.0
2017,70000,0,0,0,0,18.49,1493.0,100.0,7.0
2010,70000,2,0,0,1,26.2,998.0,58.2,5.0
2012,90000,1,0,0,0,19.0,998.0,67.1,5.0
2013,90000,0,0,0,0,17.21,1493.0,100.0,7.0
2011,120000,0,0,0,1,15.0,1896.0,105.0,5.0
2018,29000,1,1,1,0,17.4,1197.0,81.86,5.0
2017,90000,1,0,0,0,23.01,999.0,67.0,5.0
2012,102000,0,0,0,1,12.8,2494.0,102.0,8.0
1997,120000,1,0,0,1,16.1,796.0,37.0,4.0
2017,27000,1,0,0,0,20.73,1373.0,91.1,5.0
2019,30000,1,0,0,0,20.3,1086.0,68.0,5.0
2007,100750,1,0,0,1,16.1,1298.0,88.2,5.0
2011,80000,0,0,0,2,15.1,2179.0,140.0,7.0
2012,159000,0,0,0,1,12.8,2494.0,102.0,7.0
2018,13000,0,0,0,0,17.0,2200.0,139.01,7.0
2009,100000,1,0,0,0,19.7,796.0,46.3,5.0
2010,94000,1,0,0,1,20.36,1197.0,78.9,5.0
2012,110000,1,0,0,0,16.2,995.0,62.1,5.0
2011,100000,0,0,0,3,13.5,2179.0,115.0,5.0
2017,40000,1,0,0,1,18.16,1196.0,86.8,5.0
2010,47000,1,0,0,0,15.3,1596.0,101.0,5.0
2016,140000,0,0,0,0,12.99,2494.0,100.6,8.0
2015,30000,1,0,0,1,18.9,1197.0,81.86,5.0
2016,55000,0,0,0,1,25.32,1198.0,77.0,6.0
2015,68000,1,0,0,1,20.4,1197.0,81.8,5.0
2017,25000,0,0,0,0,24.3,1248.0,88.5,5.0
2016,50000,0,0,0,0,19.87,1461.0,83.8,5.0
2017,157000,0,0,0,0,13.68,2393.0,147.8,7.0
2016,10000,0,0,0,0,22.54,1396.0,88.73,5.0
2011,97343,0,1,0,0,18.8,1248.0,90.0,5.0
2017,15000,1,0,0,0,24.7,796.0,47.3,5.0
2016,43000,3,0,0,1,26.6,998.0,58.16,5.0
2018,60000,0,0,0,0,21.5,1497.0,108.5,5.0
2017,90000,0,0,0,1,22.71,1461.0,84.8,5.0
2018,5500,1,0,0,0,17.4,1497.0,117.6,5.0
2017,186000,0,0,0,0,19.67,1582.0,126.2,5.0
2018,4000,1,0,0,0,18.9,1197.0,81.86,5.0
2018,40000,0,0,0,0,21.66,1498.0,108.62,5.0
2012,100000,0,0,0,1,21.5,1248.0,88.8,5.0
2018,70000,1,0,0,1,22.0,1197.0,81.8,5.0
2018,15000,0,0,0,0,28.4,1248.0,74.02,5.0
2018,25000,1,0,0,0,18.6,1197.0,81.86,5.0
2014,95000,0,0,0,1,14.02,2179.0,118.3,8.0
2004,80000,1,0,0,1,17.3,993.0,60.0,5.0
2013,80000,0,0,0,0,15.96,2523.0,63.0,9.0
2011,80000,0,0,0,1,13.93,2179.0,138.03,7.0
2008,100000,1,0,0,2,17.3,1061.0,64.0,5.0
2016,98000,0,0,0,0,19.67,1582.0,126.2,5.0
2018,9500,0,0,0,0,21.5,1497.0,108.5,5.0
2016,100000,0,1,0,0,13.68,2393.0,147.8,7.0
2015,60000,0,0,0,1,24.8,1396.0,88.7,5.0
2016,16151,1,1,0,0,17.8,1497.0,117.3,5.0
2018,10000,1,0,0,0,22.7,799.0,53.64,5.0
2017,31000,1,0,0,1,21.1,814.0,55.2,5.0
2017,50000,1,0,0,1,24.7,796.0,47.3,5.0
2013,50000,1,0,0,1,17.1,1591.0,121.3,5.0
2010,120000,0,0,0,0,21.12,1248.0,88.8,5.0
2017,53000,0,0,0,0,17.6,2179.0,147.94,7.0
2016,190000,0,0,0,0,24.3,1248.0,88.5,5.0
1998,70000,1,0,0,0,14.0,796.0,35.0,5.0
2014,48000,1,0,0,0,23.1,998.0,67.04,5.0
2010,100000,0,0,0,0,13.0,2489.0,95.0,8.0
2011,120000,0,0,0,0,12.8,2494.0,102.0,7.0
2007,376412,0,0,0,1,12.8,2494.0,102.0,8.0
2007,150000,0,0,0,3,17.8,1248.0,75.0,5.0
2007,110000,0,0,0,0,10.5,2179.0,120.0,7.0
2013,60000,1,0,0,0,20.92,998.0,67.1,5.0
2006,74000,0,0,0,0,13.7,1948.0,68.0,7.0
2006,70000,1,0,0,0,18.9,998.0,67.1,5.0
2020,5000,1,0,1,0,20.89,1197.0,81.8,5.0
2017,25000,1,0,0,0,23.84,1199.0,84.0,5.0
2011,160000,0,0,0,0,13.93,2179.0,138.0,7.0
2015,30000,1,0,1,0,19.12,1373.0,91.1,5.0
2011,200000,0,0,0,1,13.6,2523.0,63.0,7.0
2013,250000,0,0,0,0,20.46,1461.0,83.8,5.0
2016,9900,1,0,0,0,23.95,998.0,67.05,5.0
2015,25000,0,0,0,0,25.2,1248.0,74.0,5.0
2012,121779,0,0,0,0,12.05,2179.0,120.0,8.0
2017,31000,0,1,1,0,21.66,1498.0,103.52,5.0
2013,70000,0,0,0,0,12.83,2696.0,162.0,7.0
2011,137500,0,0,0,2,19.3,1248.0,73.9,5.0
2011,90000,1,0,0,1,18.9,998.0,67.1,5.0
2016,60000,1,0,0,1,22.74,796.0,47.3,5.0
2016,120000,1,0,0,0,15.37,1196.0,73.0,5.0
2018,10000,1,0,0,0,18.9,1197.0,81.86,5.0
2016,80000,0,0,0,0,18.2,1248.0,73.74,8.0
2016,90150,0,0,0,0,24.3,1248.0,88.5,5.0
2017,50000,0,0,0,0,24.7,1047.0,69.0,5.0
2011,139000,1,0,0,0,18.9,998.0,67.1,5.0
2018,25000,0,0,1,1,15.17,1968.0,181.0,5.0
2013,35582,1,1,0,0,18.5,1197.0,82.85,5.0
2017,25000,1,0,0,1,24.7,796.0,47.3,5.0
2011,70000,1,0,0,2,20.92,998.0,67.1,5.0
2017,76139,0,0,0,0,23.0,1498.0,98.96,5.0
2019,10000,1,0,0,0,18.6,1197.0,81.86,5.0
2010,127000,0,0,0,0,23.0,1396.0,90.0,5.0
2009,80000,1,0,0,0,16.1,796.0,37.0,4.0
2012,85000,1,0,0,1,15.6,1196.0,70.0,5.0
2017,45000,1,0,0,0,20.14,1197.0,81.86,5.0
2003,114000,1,0,0,0,19.7,796.0,46.3,5.0
2014,37000,0,0,0,0,15.96,2523.0,62.1,7.0
2011,50000,1,0,0,0,18.6,1197.0,85.8,5.0
2013,100000,0,0,0,0,25.8,1498.0,98.6,5.0
2006,94000,1,0,0,1,17.4,1599.0,104.0,5.0
2014,42000,1,0,1,0,11.9,1595.0,120.7,5.0
2012,100000,1,0,0,1,18.5,1197.0,80.0,5.0
2011,60000,0,0,0,1,13.6,2523.0,63.0,7.0
2016,70000,0,0,0,0,26.59,1248.0,74.0,5.0
2014,60000,0,0,0,0,15.1,2179.0,140.0,7.0
2018,20000,1,0,0,0,24.7,796.0,47.3,5.0
2010,100000,1,0,0,1,18.0,995.0,62.0,5.0
2018,30000,0,0,0,0,25.5,1498.0,98.6,5.0
2012,100000,1,0,0,1,21.1,814.0,55.2,5.0
2014,110000,0,0,0,0,25.8,1498.0,98.6,5.0
2012,80000,1,0,0,1,16.8,1497.0,116.3,5.0
2018,50000,0,0,0,0,14.24,2755.0,174.5,7.0
2016,60000,1,0,0,0,25.17,799.0,53.3,5.0
2013,87185,0,0,0,1,22.32,1582.0,126.3,5.0
2019,40000,0,0,0,0,22.0,1582.0,126.2,5.0
2018,75000,0,0,1,0,21.5,1498.0,108.5,5.0
2015,115000,0,0,0,1,26.59,1248.0,74.0,5.0
2008,66530,1,0,0,1,18.9,1061.0,67.0,5.0
2017,90000,0,0,0,0,24.3,1248.0,88.5,5.0
2013,120000,0,0,0,0,19.09,1396.0,69.0,5.0
2011,100000,0,0,0,1,13.0,2489.0,95.0,8.0
2013,70000,0,0,0,0,23.4,1248.0,74.0,5.0
2014,25000,1,0,0,0,18.6,1197.0,81.83,5.0
2019,5000,1,0,0,0,15.37,1196.0,73.0,7.0
2014,70000,1,0,0,0,20.92,998.0,67.1,5.0
2018,62841,1,2,0,0,18.6,1197.0,81.83,5.0
2015,60000,0,0,0,0,15.96,2523.0,62.1,7.0
2005,70000,1,0,0,3,19.7,796.0,46.3,5.0
2016,90000,1,0,0,0,25.17,799.0,53.3,5.0
2016,69000,1,1,1,0,17.2,1197.0,103.6,5.0
2010,100000,0,0,0,0,11.5,2982.0,171.0,7.0
2010,49000,1,0,0,0,18.5,1197.0,80.0,5.0
2006,150000,1,0,0,1,18.9,998.0,67.1,5.0
2015,110000,0,0,0,1,15.4,2523.0,75.0,9.0
2010,60000,1,0,0,2,17.92,1086.0,62.1,5.0
2018,110000,0,0,0,1,20.65,1248.0,88.7,5.0
2011,75000,1,0,0,0,17.92,1086.0,62.1,5.0
2015,135000,0,0,0,0,25.1,1498.0,98.6,5.0
2017,38000,1,0,0,0,23.01,999.0,67.0,5.0
2007,97000,1,0,0,0,16.6,1388.0,68.0,5.0
2014,78000,0,0,0,0,11.68,2498.0,112.0,7.0
2012,155000,0,1,0,0,12.8,2494.0,102.0,8.0
2019,1303,1,1,0,0,17.8,1198.0,86.7,5.0
2013,70000,0,0,0,1,23.4,1248.0,74.0,5.0
2015,50000,0,0,0,0,20.77,1248.0,88.76,7.0
2006,40000,1,0,0,1,16.1,796.0,37.0,4.0
2003,65000,1,0,0,2,18.9,998.0,67.1,5.0
2009,70000,0,0,0,0,21.1,1248.0,73.9,5.0
2013,30000,1,0,0,0,18.5,1197.0,82.85,5.0
2003,90000,1,0,0,3,16.1,796.0,37.0,4.0
2008,120000,0,0,0,1,17.8,1248.0,75.0,5.0
2009,60000,0,0,0,1,17.88,1396.0,52.8,5.0
2018,35000,0,0,0,1,13.68,2393.0,147.8,7.0
2013,140000,0,0,0,2,25.8,1498.0,98.6,5.0
2017,60000,0,0,1,0,17.6,2179.0,153.86,7.0
2020,40000,1,0,0,0,17.57,1193.0,88.7,5.0
2016,20000,1,0,0,0,25.17,799.0,53.3,5.0
2000,70000,1,0,0,3,17.3,993.0,60.0,5.0
2016,112879,0,1,0,1,23.0,1498.0,98.96,5.0
2018,60000,0,0,0,0,16.5,1493.0,70.0,7.0
2015,40000,0,0,1,0,18.49,1493.0,100.0,7.0
2012,70000,0,0,0,1,23.2,1248.0,73.94,5.0
2015,45000,0,1,0,0,28.4,1248.0,74.0,5.0
2018,69779,1,1,1,0,22.0,1197.0,81.8,5.0
2016,30000,1,0,0,0,23.95,998.0,67.05,5.0
2011,125000,0,0,0,1,14.66,2199.0,194.3,7.0
2019,59872,0,0,0,0,15.96,2523.0,62.1,7.0
2016,154000,0,0,0,0,19.67,1582.0,126.2,5.0
2013,120000,0,0,0,1,20.77,1248.0,88.8,7.0
2006,150000,1,0,0,3,18.9,998.0,67.1,5.0
2013,33900,0,1,1,1,17.68,1968.0,174.33,5.0
2010,180000,1,0,0,1,19.0,998.0,67.1,5.0
2014,120000,1,0,0,0,17.4,1497.0,117.3,5.0
2015,50000,1,0,0,0,20.63,1198.0,67.0,5.0
2006,80000,1,0,0,1,17.7,1497.0,78.0,5.0
1998,40000,1,0,0,1,17.3,993.0,60.0,5.0
2011,30000,0,0,0,0,20.4,1248.0,91.2,5.0
2014,100000,0,0,0,1,26.0,1498.0,98.6,5.0
2014,150000,0,0,0,0,19.01,1461.0,108.5,5.0
